,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
8165,33.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,29,25573.792169355187
8166,33.0,4.9,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,25573.792169355187
8167,29.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,16,25573.695992621877
8168,30.0,4.8,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,21,25573.695992621877
8169,23.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,17,25573.695992621877
8170,25.0,4.9,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Urban,15,25573.695992621877
8171,39.0,4.7,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,21,25573.695992621877
8172,39.0,4.8,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,43,25573.695992621877
8173,31.0,4.8,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,25,25573.695992621877
8174,32.0,4.0,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,28,25573.695992621877
8175,37.0,4.8,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,18,25573.506332600493
8176,37.0,4.2,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,39,25573.506332600493
8177,37.0,5.0,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,25573.506332600493
8178,33.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,42,25573.506332600493
8179,22.0,4.9,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,13,25573.506332600493
8180,21.0,4.4,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,32,25573.506332600493
8181,28.0,5.0,Fog,High,2,Meal,scooter,1.0,No,Urban,21,25573.506332600493
8182,34.0,4.8,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,25573.506332600493
8183,20.0,4.9,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,25573.506332600493
8184,37.0,4.1,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,31,25573.506332600493
8185,28.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,25573.506332600493
8186,27.0,4.9,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,17,25573.506332600493
8187,35.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,25572.098342330573
8188,30.0,4.9,Windy,Low,2,Drinks,electric_scooter,1.0,No,Urban,27,25572.098342330573
8189,24.0,4.6,Stormy,Jam,2,Buffet,scooter,,No,Metropolitian,22,25572.098342330573
8190,30.0,4.7,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,26,25572.098342330573
8191,31.0,4.7,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,30,25572.098342330573
8192,22.0,4.0,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39,25572.098342330573
8193,37.0,3.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,25572.098342330573
8194,32.0,4.6,Fog,Low,2,Buffet,scooter,0.0,No,Urban,16,25572.098342330573
8195,29.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,23,25571.391987691684
8196,21.0,4.6,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,17,25571.391987691684
8197,31.0,4.5,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32,25571.391987691684
8198,22.0,4.9,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,24,25571.391987691684
8199,20.0,4.9,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,11,25571.391987691684
8200,23.0,4.9,Fog,Low,2,Drinks,electric_scooter,1.0,No,Urban,13,25571.391987691684
8201,30.0,4.9,Sunny,Medium,2,Buffet,scooter,0.0,No,Urban,15,25571.391987691684
8202,36.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,36,25571.391987691684
8203,37.0,4.9,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,35,25571.391987691684
8204,,,,,3,Snack,motorcycle,1.0,No,Metropolitian,19,25571.391987691684
8205,,,Sandstorms,Low,0,Meal,motorcycle,1.0,No,,23,25571.391987691684
8206,22.0,4.9,Windy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,19,25571.391987691684
8207,27.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,25571.030590957544
8208,36.0,4.1,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,33,25571.030590957544
8209,22.0,3.5,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,41,25571.030590957544
8210,21.0,4.6,Cloudy,High,2,Meal,scooter,0.0,No,Metropolitian,27,25571.030590957544
8211,21.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,18,25571.030590957544
8212,37.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,17,25571.030590957544
8213,36.0,4.0,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,25571.030590957544
8214,30.0,4.6,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,25571.030590957544
8215,21.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,25571.030590957544
8216,39.0,4.1,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,37,25571.030590957544
8217,26.0,4.7,Windy,Low,1,Drinks,scooter,1.0,No,,12,25571.030590957544
8218,25.0,2.7,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,37,25571.030590957544
8219,31.0,4.7,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,40,25571.030590957544
8220,39.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,25570.94570715903
8221,20.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,25570.94570715903
8222,24.0,4.9,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,11,25570.94570715903
8223,26.0,4.2,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,20,25570.94570715903
8224,33.0,4.7,Fog,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,43,25570.94570715903
8225,24.0,4.6,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,31,25570.94570715903
8226,38.0,4.8,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,25570.94570715903
8227,28.0,4.0,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,37,25570.94570715903
8228,26.0,5.0,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,16,25570.94570715903
8229,33.0,4.6,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,29,25570.94570715903
8230,23.0,4.8,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,32,25570.94570715903
8231,26.0,4.6,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,17,25570.94570715903
8232,37.0,4.7,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,43,25569.781755161566
8233,31.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Semi-Urban,50,25569.781755161566
8234,30.0,5.0,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,43,25569.781755161566
8235,26.0,4.2,Fog,Jam,1,Buffet,scooter,2.0,Yes,Metropolitian,40,25569.781755161566
8236,24.0,4.2,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,35,25569.781755161566
8237,21.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,25569.781755161566
8238,20.0,4.5,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,25569.781755161566
8239,29.0,5.0,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,15,25569.781755161566
8240,21.0,4.9,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,23,25569.781755161566
8241,34.0,4.8,Windy,High,0,Drinks,motorcycle,1.0,No,Urban,37,25568.190099288033
8242,30.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,40,25568.190099288033
8243,30.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,25568.190099288033
8244,32.0,4.4,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,35,25568.190099288033
8245,,,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,25568.190099288033
8246,38.0,4.7,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,25568.190099288033
8247,22.0,4.8,Fog,Medium,2,Buffet,motorcycle,1.0,No,Urban,30,25568.190099288033
8248,32.0,4.5,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,25568.190099288033
8249,27.0,4.7,Fog,Medium,1,Meal,scooter,0.0,No,Urban,10,25568.190099288033
8250,36.0,4.9,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,29,25568.190099288033
8251,27.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15,25568.190099288033
8252,21.0,4.7,Sunny,Medium,2,Drinks,scooter,1.0,No,Urban,17,25568.190099288033
8253,20.0,4.7,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,19,25568.190099288033
8254,30.0,4.6,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,25568.190099288033
8255,28.0,4.7,Sunny,Medium,0,Drinks,motorcycle,,No,,22,25566.700668623515
8256,26.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,25566.700668623515
8257,25.0,4.8,Stormy,Low,1,Meal,motorcycle,0.0,No,Urban,10,25566.700668623515
8258,39.0,4.2,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,38,25566.700668623515
8259,35.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,21,25566.700668623515
8260,24.0,4.8,Windy,Low,1,Buffet,scooter,,No,Metropolitian,11,25566.700668623515
8261,27.0,4.6,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Urban,28,25566.700668623515
8262,33.0,4.8,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,26,25566.700668623515
8263,30.0,4.7,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,25566.700668623515
8264,25.0,4.9,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,25566.700668623515
8265,36.0,4.9,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Urban,17,25566.700668623515
8266,,,Sandstorms,High,1,Meal,motorcycle,0.0,No,Urban,21,25566.700668623515
8267,23.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,,21,25563.836723256947
8268,25.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,,17,25563.836723256947
8269,33.0,4.1,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,37,25563.836723256947
8270,28.0,4.9,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,13,25563.836723256947
8271,21.0,4.6,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,19,25563.836723256947
8272,36.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,34,25563.836723256947
8273,36.0,4.9,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,25,25563.836723256947
8274,37.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,26,25563.836723256947
8275,32.0,4.5,Sunny,Low,1,Meal,scooter,0.0,No,Urban,15,25563.836723256947
8276,26.0,4.9,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,25563.836723256947
8277,21.0,4.6,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,24,25563.836723256947
8278,30.0,4.8,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,25561.166064449088
8279,37.0,4.7,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Urban,18,25561.166064449088
8280,28.0,4.8,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,29,25561.166064449088
8281,21.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,20,25561.166064449088
8282,24.0,4.5,Stormy,High,2,Meal,electric_scooter,0.0,No,Urban,28,25561.166064449088
8283,23.0,4.8,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,25561.166064449088
8284,22.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,25561.166064449088
8285,27.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,15,25561.166064449088
8286,36.0,4.5,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,39,25561.166064449088
8287,35.0,4.7,Sandstorms,High,2,Drinks,scooter,0.0,No,Urban,25,25561.166064449088
8288,32.0,4.1,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,44,25559.921049717337
8289,25.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,25559.921049717337
8290,,,,,3,Snack,scooter,1.0,No,Metropolitian,21,25559.921049717337
8291,23.0,4.9,Sandstorms,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,20,25559.921049717337
8292,32.0,5.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,31,25559.921049717337
8293,33.0,5.0,Fog,High,0,Buffet,motorcycle,1.0,No,Urban,32,25559.921049717337
8294,20.0,4.9,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,25559.921049717337
8295,21.0,4.7,Windy,Jam,2,Snack,motorcycle,0.0,No,Urban,21,25559.921049717337
8296,31.0,5.0,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,27,25559.921049717337
8297,33.0,4.6,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,25559.921049717337
8298,39.0,5.0,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,38,25559.151833489872
8299,20.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,13,25559.151833489872
8300,32.0,4.3,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,25559.151833489872
8301,34.0,4.7,Fog,Medium,0,Buffet,motorcycle,,Yes,Metropolitian,41,25559.151833489872
8302,21.0,4.6,Stormy,Jam,2,Buffet,scooter,0.0,No,Urban,16,25559.151833489872
8303,36.0,4.6,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,25559.151833489872
8304,,,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,25559.151833489872
8305,24.0,4.8,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,18,25559.151833489872
8306,26.0,4.6,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,32,25559.151833489872
8307,29.0,4.6,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Urban,18,25559.151833489872
8308,29.0,4.8,Windy,Low,1,Meal,scooter,0.0,No,Urban,14,25559.151833489872
8309,23.0,4.7,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,13,25559.083590547525
8310,38.0,4.8,Stormy,High,0,Snack,motorcycle,0.0,No,Metropolitian,41,25559.083590547525
8311,22.0,4.8,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,24,25559.083590547525
8312,21.0,4.9,Windy,Low,1,Drinks,motorcycle,0.0,No,Urban,10,25559.083590547525
8313,24.0,4.7,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,25559.083590547525
8314,20.0,4.8,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,29,25559.083590547525
8315,37.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,40,25559.083590547525
8316,23.0,4.8,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,28,25559.083590547525
8317,36.0,4.6,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25,25559.083590547525
8318,29.0,4.5,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,25558.87541731742
8319,27.0,4.0,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,38,25558.87541731742
8320,22.0,4.3,Stormy,Low,0,Snack,motorcycle,,No,Metropolitian,27,25558.87541731742
8321,35.0,4.1,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,38,25558.87541731742
8322,34.0,4.8,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,25558.87541731742
8323,26.0,4.3,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,38,25558.87541731742
8324,28.0,4.5,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22,25558.87541731742
8325,23.0,4.8,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,22,25558.87541731742
8326,32.0,4.9,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,25,25558.87541731742
8327,31.0,4.8,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,24,25558.87541731742
8328,37.0,4.4,Stormy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,32,25558.87541731742
8329,21.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,16,25558.87541731742
8330,28.0,4.6,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,24,25558.87541731742
8331,38.0,4.5,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30,25558.825628111972
8332,36.0,4.4,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,32,25558.825628111972
8333,30.0,4.4,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,25558.825628111972
8334,36.0,4.5,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,25558.825628111972
8335,,,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,25558.825628111972
8336,33.0,4.6,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,25558.825628111972
8337,21.0,4.8,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,25558.825628111972
8338,36.0,4.6,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,31,25558.825628111972
8339,32.0,4.9,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,25558.825628111972
8340,23.0,4.7,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,36,25558.825628111972
8341,37.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,33,25558.825628111972
8342,27.0,4.6,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,41,25558.825628111972
8343,34.0,4.7,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,29,25558.825628111972
8344,38.0,4.9,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,15,25558.825628111972
8345,32.0,4.8,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,29,25558.40612008674
8346,29.0,4.9,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,27,25558.40612008674
8347,37.0,4.9,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,29,25558.40612008674
8348,21.0,4.9,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,18,25558.40612008674
8349,27.0,4.5,Stormy,Jam,1,Meal,motorcycle,0.0,No,Urban,22,25558.40612008674
8350,21.0,4.9,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,28,25558.40612008674
8351,27.0,4.8,Windy,High,2,Snack,scooter,0.0,No,Metropolitian,20,25558.40612008674
8352,24.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,21,25558.40612008674
8353,23.0,5.0,Windy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,18,25558.40612008674
8354,21.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,18,25558.40612008674
8355,20.0,4.8,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,17,25558.40612008674
8356,35.0,4.6,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,29,25558.40612008674
8357,20.0,4.0,Cloudy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,37,25558.40612008674
8358,39.0,4.3,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Urban,38,25558.40612008674
8359,,,,,3,Snack,scooter,1.0,No,Metropolitian,16,25558.330583812392
8360,24.0,4.7,Fog,Jam,1,Drinks,scooter,1.0,No,Urban,43,25558.330583812392
8361,37.0,4.6,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,25,25558.330583812392
8362,31.0,4.7,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,18,25558.330583812392
8363,22.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,22,25558.330583812392
8364,36.0,4.3,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,26,25558.330583812392
8365,25.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,12,25558.330583812392
8366,37.0,4.0,Cloudy,Jam,1,Snack,motorcycle,3.0,No,Metropolitian,47,25558.330583812392
8367,39.0,4.1,Sandstorms,Medium,1,Buffet,scooter,2.0,No,Metropolitian,33,25558.330583812392
8368,28.0,5.0,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,25558.330583812392
8369,30.0,4.8,Cloudy,Jam,1,Snack,scooter,1.0,Yes,Metropolitian,47,25558.169695296612
8370,29.0,4.1,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,37,25558.169695296612
8371,36.0,4.5,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,29,25558.169695296612
8372,24.0,4.8,Windy,High,2,Meal,electric_scooter,0.0,No,Urban,12,25558.169695296612
8373,35.0,4.9,Cloudy,High,0,Buffet,motorcycle,0.0,No,,32,25558.169695296612
8374,34.0,4.2,Stormy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,47,25558.169695296612
8375,36.0,4.7,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,36,25558.169695296612
8376,37.0,4.9,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,36,25557.563699964892
8377,39.0,4.8,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,25,25557.563699964892
8378,22.0,4.6,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,25557.563699964892
8379,33.0,4.7,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,18,25557.563699964892
8380,31.0,4.8,Stormy,High,2,Snack,motorcycle,0.0,No,Metropolitian,28,25557.563699964892
8381,21.0,3.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,45,25557.563699964892
8382,28.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,25557.563699964892
8383,22.0,4.8,Fog,Low,1,Drinks,motorcycle,0.0,No,Urban,11,25557.145579482614
8384,21.0,5.0,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25,25557.145579482614
8385,27.0,4.8,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,28,25557.145579482614
8386,24.0,4.7,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,11,25557.145579482614
8387,38.0,4.7,Windy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,30,25557.145579482614
8388,38.0,3.5,Windy,Jam,2,Meal,electric_scooter,0.0,No,Urban,41,25557.145579482614
8389,21.0,4.8,Fog,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,26,25557.145579482614
8390,20.0,4.6,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,13,25557.145579482614
8391,32.0,4.8,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,10,25557.145579482614
8392,24.0,4.8,Fog,Jam,1,Meal,motorcycle,0.0,No,Urban,21,25557.145579482614
8393,24.0,4.7,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,32,25557.145579482614
8394,31.0,4.9,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,47,25557.145579482614
8395,30.0,4.9,Sandstorms,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,27,25555.616069817104
8396,37.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,41,25555.616069817104
8397,32.0,4.3,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,39,25555.616069817104
8398,25.0,4.6,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,25555.616069817104
8399,30.0,4.5,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,27,25555.616069817104
8400,37.0,4.8,Windy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,28,25555.616069817104
8401,21.0,4.8,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,18,25555.616069817104
8402,39.0,4.7,Fog,Jam,2,Meal,scooter,2.0,No,Metropolitian,49,25555.616069817104
8403,26.0,5.0,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,41,25555.616069817104
8404,39.0,4.7,Fog,Low,2,Snack,motorcycle,1.0,No,Urban,19,25555.616069817104
8405,23.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,,18,25555.365997968736
8406,32.0,4.7,Sunny,High,2,Drinks,scooter,1.0,No,Urban,16,25555.365997968736
8407,35.0,4.9,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11,25555.365997968736
8408,35.0,4.6,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,25555.365997968736
8409,23.0,4.8,Sunny,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,20,25555.365997968736
8410,23.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,25555.365997968736
8411,,,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,29,25555.365997968736
8412,31.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,25555.365997968736
8413,39.0,4.3,Sandstorms,High,2,Snack,motorcycle,0.0,No,Metropolitian,34,25555.365997968736
8414,24.0,4.5,Windy,High,1,Meal,scooter,0.0,No,Urban,24,25555.365997968736
8415,35.0,4.5,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,28,25555.365997968736
8416,34.0,5.0,Fog,Jam,2,Drinks,motorcycle,3.0,Yes,Metropolitian,45,25555.365997968736
8417,36.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,43,25555.365997968736
8418,34.0,4.7,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,33,25554.344252093793
8419,25.0,4.8,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,17,25554.344252093793
8420,36.0,4.6,Windy,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,47,25554.344252093793
8421,29.0,4.7,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,35,25554.344252093793
8422,33.0,4.2,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,45,25554.344252093793
8423,35.0,4.7,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,27,25554.344252093793
8424,34.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,45,25554.344252093793
